ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness,liga
208920, N. Aké,25,https://cdn.sofifa.com/players/208/920/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,79,83,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€14.5M,€100K,2001,Left,1.0,3.0,2.0,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",6.0,"Aug 5, 2020",,2025,5'11,165lbs,63.0,48.0,76.0,77.0,52.0,69.0,62.0,59.0,73.0,74.0,75.0,74.0,73.0,79.0,70.0,63.0,88.0,75.0,76.0,56.0,73.0,81.0,51.0,66.0,53.0,76.0,,82.0,81.0,10.0,7.0,7.0,16.0,10.0,CB,81.0,€27.9M,82.0,Premier league
238074, R. James,20,https://cdn.sofifa.com/players/238/074/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€12.5M,€49K,1996,Right,1.0,3.0,3.0,High/ Medium,Stocky (170-185),No,"<span class=""pos pos28"">SUB",24.0,"Mar 3, 2017",,2025,6'0,192lbs,81.0,48.0,69.0,73.0,46.0,76.0,70.0,66.0,68.0,76.0,78.0,81.0,74.0,72.0,67.0,73.0,71.0,76.0,78.0,62.0,70.0,72.0,62.0,65.0,50.0,65.0,,77.0,73.0,8.0,12.0,7.0,13.0,11.0,RB,77.0,€26.3M,71.0,Premier league
233064, M. Mount,21,https://cdn.sofifa.com/players/233/064/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€21M,€69K,1994,Right,1.0,4.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos16"">LM",19.0,"Jan 10, 2016",,2024,5'10,154lbs,77.0,78.0,59.0,81.0,61.0,79.0,79.0,82.0,74.0,82.0,78.0,70.0,79.0,80.0,76.0,78.0,50.0,78.0,52.0,79.0,66.0,48.0,79.0,81.0,60.0,77.0,,53.0,34.0,11.0,12.0,13.0,8.0,12.0,CAM,82.0,€44.1M,45.0,Premier league
234574, Diogo Dalot,21,https://cdn.sofifa.com/players/234/574/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,76,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€11M,€56K,1987,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos29"">RES",20.0,"Jun 9, 2018",,2023,6'0,168lbs,78.0,52.0,69.0,75.0,44.0,78.0,76.0,44.0,60.0,75.0,78.0,79.0,73.0,75.0,72.0,78.0,84.0,74.0,74.0,64.0,80.0,75.0,70.0,68.0,43.0,75.0,,72.0,68.0,10.0,6.0,10.0,6.0,8.0,RB,76.0,€23.1M,69.0,Premier league
212218, A. Laporte,26,https://cdn.sofifa.com/players/212/218/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,87,90,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€56M,€200K,1983,Left,2.0,3.0,2.0,Medium/ Medium,PLAYER_BODY_TYPE_319,Yes,"<span class=""pos pos6"">LCB",14.0,"Jan 30, 2018",,2024,6'2,187lbs,58.0,45.0,86.0,82.0,40.0,63.0,61.0,69.0,80.0,78.0,60.0,65.0,59.0,87.0,60.0,68.0,76.0,72.0,85.0,47.0,81.0,87.0,54.0,65.0,44.0,85.0,,89.0,88.0,10.0,11.0,5.0,14.0,5.0,CB,88.0,€107.8M,89.0,Premier league
213666, R. Loftus-Cheek,24,https://cdn.sofifa.com/players/213/666/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,84,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€14M,€70K,1976,Right,1.0,3.0,4.0,High/ Medium,Normal (185+),Yes,"<span class=""pos pos18"">CAM",12.0,"Jun 3, 2013",,2024,6'3,194lbs,62.0,66.0,58.0,84.0,54.0,84.0,60.0,57.0,81.0,81.0,63.0,73.0,69.0,70.0,67.0,76.0,59.0,74.0,83.0,68.0,79.0,59.0,79.0,80.0,45.0,80.0,,67.0,61.0,11.0,7.0,12.0,15.0,13.0,CAM,80.0,€29.4M,59.0,Premier league
202335, E. Dier,26,https://cdn.sofifa.com/players/202/335/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,82,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€12M,€73K,1973,Right,2.0,2.0,2.0,Medium/ High,Stocky (185+),Yes,"<span class=""pos pos6"">LCB",15.0,"Aug 2, 2014",,2024,6'3,198lbs,64.0,52.0,83.0,75.0,51.0,65.0,60.0,69.0,78.0,70.0,51.0,54.0,48.0,79.0,38.0,82.0,78.0,60.0,92.0,72.0,89.0,77.0,53.0,63.0,74.0,77.0,,80.0,81.0,11.0,14.0,6.0,13.0,9.0,CB,83.0,€23.7M,82.0,Premier league
221660, V. Lindelöf,25,https://cdn.sofifa.com/players/221/660/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,80,84,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€17M,€100K,1970,Right,2.0,4.0,3.0,Medium/ High,Lean (185+),Yes,"<span class=""pos pos4"">RCB",2.0,"Jul 1, 2017",,2024,6'2,176lbs,62.0,42.0,77.0,79.0,38.0,71.0,64.0,59.0,78.0,76.0,62.0,66.0,65.0,83.0,62.0,70.0,76.0,77.0,75.0,52.0,81.0,81.0,51.0,72.0,54.0,83.0,,83.0,80.0,12.0,16.0,8.0,7.0,9.0,CDM,82.0,€33.6M,82.0,Premier league
21146, 18 M. Carrick,35,https://cdn.sofifa.com/players/021/146/18_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,79,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€3M,€90K,1970,Right,3.0,3.0,2.0,Low/ Medium,Normal (185+),Yes,"<span class=""pos pos28"">SUB",16.0,"Aug 31, 2006",,2018,6'2,163lbs,70.0,59.0,70.0,87.0,67.0,71.0,68.0,59.0,85.0,79.0,43.0,44.0,57.0,82.0,62.0,78.0,70.0,59.0,64.0,64.0,62.0,79.0,66.0,83.0,64.0,88.0,73.0,76.0,69.0,13.0,12.0,11.0,15.0,9.0,CM,78.0,€5.5M,,Premier league
190456, 20 N. Clyne,28,https://cdn.sofifa.com/players/190/456/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,76,76,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€6.5M,€67K,1964,Right,2.0,2.0,3.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos29"">RES",2.0,"Jul 1, 2015",,2020,5'9,148lbs,78.0,54.0,68.0,76.0,45.0,76.0,64.0,39.0,66.0,77.0,73.0,68.0,75.0,75.0,75.0,74.0,69.0,64.0,62.0,69.0,76.0,77.0,67.0,64.0,46.0,75.0,,77.0,78.0,10.0,11.0,13.0,15.0,7.0,RB,76.0,€12M,76.0,Premier league
220710, H. Wilson,23,https://cdn.sofifa.com/players/220/710/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,77,83,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€12M,€66K,1957,Left,1.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos29"">RES",59.0,"Jul 5, 2014",,2023,5'8,154lbs,74.0,75.0,46.0,76.0,70.0,77.0,86.0,85.0,67.0,76.0,79.0,77.0,79.0,76.0,84.0,84.0,43.0,72.0,54.0,83.0,42.0,32.0,78.0,75.0,78.0,75.0,,48.0,42.0,7.0,13.0,9.0,15.0,7.0,CAM,78.0,€24.6M,48.0,Premier league
237692, P. Foden,20,https://cdn.sofifa.com/players/237/692/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,88,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€19.5M,€86K,1956,Left,1.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",47.0,"Jul 1, 2016",,2024,5'7,152lbs,69.0,74.0,47.0,82.0,57.0,78.0,68.0,57.0,76.0,83.0,77.0,74.0,87.0,78.0,89.0,70.0,49.0,74.0,44.0,65.0,62.0,59.0,78.0,79.0,64.0,78.0,,59.0,47.0,8.0,15.0,6.0,10.0,13.0,CAM,81.0,€40M,58.0,Premier league
227796, C. Pulisic,21,https://cdn.sofifa.com/players/227/796/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,81,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€24.5M,€83K,1945,Right,3.0,4.0,4.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",10.0,"Jan 2, 2019",,2024,5'10,152lbs,72.0,72.0,50.0,77.0,70.0,86.0,69.0,58.0,59.0,83.0,91.0,87.0,87.0,79.0,86.0,77.0,79.0,77.0,54.0,58.0,45.0,33.0,77.0,78.0,61.0,72.0,,32.0,47.0,8.0,12.0,13.0,16.0,14.0,RM,82.0,€51.5M,38.0,Premier league
226627, T. Minamino,25,https://cdn.sofifa.com/players/226/627/20_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,77,80,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€11M,€79K,1944,Right,1.0,4.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",18.0,"Jan 1, 2020",,2024,5'9,148lbs,66.0,75.0,50.0,71.0,70.0,82.0,73.0,69.0,63.0,80.0,89.0,86.0,90.0,71.0,86.0,71.0,76.0,79.0,57.0,73.0,61.0,49.0,69.0,70.0,72.0,79.0,,30.0,26.0,9.0,12.0,8.0,15.0,14.0,RW,77.0,€21.2M,32.0,Premier league
241461, Ferran Torres,20,https://cdn.sofifa.com/players/241/461/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,89,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€26.5M,€97K,1942,Right,1.0,4.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",21.0,"Aug 4, 2020",,2025,6'0,170lbs,77.0,77.0,70.0,80.0,72.0,82.0,71.0,48.0,78.0,79.0,88.0,77.0,80.0,76.0,68.0,76.0,75.0,73.0,66.0,75.0,45.0,34.0,77.0,86.0,66.0,82.0,,24.0,28.0,12.0,9.0,11.0,15.0,12.0,RM,82.0,€54.3M,35.0,Premier league
185195, O. Ighalo,31,https://cdn.sofifa.com/players/185/195/20_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,77,77,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€8M,€100K,1942,Right,1.0,3.0,4.0,Medium/ Low,Stocky (170-185),Yes,"<span class=""pos pos28"">SUB",25.0,,"<a href=""/team/110955/shanghai-greenland-shenhua-fc/"">Shanghai Greenland Shenhua FC</a>","Jan 30, 2021",6'0,161lbs,66.0,80.0,71.0,70.0,76.0,77.0,64.0,55.0,55.0,78.0,72.0,74.0,71.0,75.0,73.0,81.0,75.0,68.0,84.0,72.0,74.0,32.0,77.0,67.0,75.0,73.0,,45.0,41.0,9.0,11.0,13.0,16.0,8.0,ST,77.0,,37.0,Premier league
241, 14 R. Giggs,39,https://cdn.sofifa.com/players/000/241/14_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,78,78,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€1K,€60K,1939,Left,3.0,2.0,3.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos29"">RES",11.0,"Dec 1, 1990",,2014,5'10,157lbs,90.0,70.0,60.0,85.0,75.0,77.0,87.0,78.0,81.0,79.0,59.0,60.0,72.0,76.0,70.0,71.0,59.0,48.0,61.0,71.0,60.0,47.0,78.0,83.0,90.0,,26.0,43.0,51.0,10.0,5.0,7.0,5.0,5.0,CAM,78.0,,,Premier league
203263, H. Maguire,27,https://cdn.sofifa.com/players/203/263/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,82,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€24M,€120K,1938,Right,2.0,3.0,2.0,High/ High,Stocky (185+),Yes,"<span class=""pos pos6"">LCB",5.0,"Aug 5, 2019",,2024,6'4,220lbs,51.0,48.0,86.0,78.0,47.0,71.0,44.0,46.0,82.0,76.0,47.0,53.0,54.0,82.0,55.0,68.0,84.0,76.0,90.0,52.0,84.0,83.0,61.0,71.0,44.0,83.0,,83.0,79.0,14.0,16.0,9.0,14.0,9.0,CB,84.0,€47.4M,81.0,Premier league
186132, D. Drinkwater,30,https://cdn.sofifa.com/players/186/132/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,73,73,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€3.7M,€57K,1936,Right,2.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos29"">RES",42.0,"Aug 31, 2017",,2022,5'10,179lbs,64.0,60.0,61.0,76.0,69.0,71.0,72.0,69.0,78.0,76.0,59.0,50.0,67.0,75.0,76.0,77.0,52.0,50.0,63.0,71.0,74.0,72.0,68.0,76.0,53.0,77.0,,71.0,70.0,12.0,6.0,8.0,9.0,12.0,CM,73.0,€7M,69.0,Premier league
201862, M. Rojo,30,https://cdn.sofifa.com/players/201/862/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,75,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€5.5M,€75K,1935,Left,3.0,2.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos29"">RES",16.0,"Aug 20, 2014",,2021,6'2,187lbs,72.0,50.0,76.0,72.0,48.0,63.0,69.0,57.0,69.0,66.0,65.0,67.0,68.0,74.0,63.0,80.0,78.0,55.0,77.0,63.0,87.0,76.0,53.0,57.0,55.0,68.0,,78.0,75.0,7.0,8.0,12.0,15.0,10.0,CB,75.0,€10.5M,70.0,Premier league
235883, R. Sessegnon,20,https://cdn.sofifa.com/players/235/883/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,86,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€11.5M,€50K,1934,Left,1.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos29"">RES",19.0,"Aug 8, 2019",,2025,5'10,157lbs,75.0,72.0,55.0,72.0,55.0,72.0,71.0,31.0,62.0,76.0,85.0,86.0,79.0,73.0,84.0,67.0,66.0,72.0,56.0,57.0,60.0,67.0,74.0,72.0,61.0,80.0,,68.0,62.0,6.0,11.0,7.0,8.0,7.0,LM,76.0,€24.2M,65.0,Premier league
246147, M. Greenwood,18,https://cdn.sofifa.com/players/246/147/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,89,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€14.5M,€33K,1911,Left,1.0,5.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos12"">RM",11.0,"Oct 2, 2018",,2023,5'11,154lbs,70.0,79.0,67.0,73.0,64.0,79.0,70.0,65.0,69.0,77.0,79.0,82.0,77.0,76.0,72.0,82.0,63.0,70.0,69.0,80.0,58.0,34.0,77.0,74.0,64.0,76.0,,39.0,33.0,5.0,6.0,6.0,9.0,8.0,CAM,78.0,€30.5M,35.0,Premier league
219809, T. Bakayoko,25,https://cdn.sofifa.com/players/219/809/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,81,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€14M,€77K,1908,Right,2.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos29"">RES",40.0,"Jul 15, 2017",,2022,6'2,187lbs,55.0,37.0,71.0,78.0,36.0,77.0,51.0,37.0,73.0,77.0,63.0,65.0,64.0,75.0,56.0,72.0,75.0,78.0,87.0,50.0,85.0,79.0,59.0,70.0,45.0,77.0,,81.0,79.0,11.0,15.0,11.0,14.0,10.0,CDM,80.0,€27.7M,72.0,Premier league
232104, D. James,22,https://cdn.sofifa.com/players/232/104/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,77,83,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€12M,€81K,1908,Right,1.0,4.0,3.0,High/ High,Normal (170-),Yes,"<span class=""pos pos28"">SUB",21.0,"Jun 12, 2019",,2024,5'7,168lbs,73.0,68.0,44.0,73.0,58.0,75.0,71.0,54.0,59.0,76.0,96.0,95.0,85.0,76.0,81.0,79.0,53.0,86.0,50.0,69.0,68.0,42.0,74.0,68.0,64.0,70.0,,39.0,34.0,7.0,6.0,11.0,15.0,9.0,RM,78.0,€25.2M,50.0,Premier league
243414, B. Williams,19,https://cdn.sofifa.com/players/243/414/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€9.5M,€40K,1901,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",33.0,"Apr 30, 2018",,2024,6'0,139lbs,68.0,54.0,59.0,71.0,62.0,73.0,61.0,30.0,61.0,72.0,78.0,83.0,76.0,72.0,67.0,69.0,72.0,75.0,60.0,50.0,82.0,73.0,66.0,60.0,41.0,72.0,,73.0,74.0,10.0,13.0,11.0,7.0,7.0,LB,75.0,€20M,71.0,Premier league
178088, Juan Mata,32,https://cdn.sofifa.com/players/178/088/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,79,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€10M,€110K,1900,Left,3.0,3.0,4.0,Medium/ Medium,Lean (170-),Yes,"<span class=""pos pos28"">SUB",8.0,"Jan 25, 2014",,2021,5'7,139lbs,79.0,70.0,56.0,84.0,71.0,80.0,85.0,84.0,78.0,85.0,61.0,56.0,77.0,81.0,89.0,74.0,61.0,60.0,34.0,69.0,46.0,39.0,82.0,83.0,80.0,85.0,,31.0,21.0,9.0,10.0,14.0,5.0,8.0,CAM,79.0,€19M,38.0,Premier league
228813, Aleix García,23,https://cdn.sofifa.com/players/228/813/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,73,80,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€5.5M,€65K,1895,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos29"">RES",28.0,"Aug 27, 2015",,2021,5'8,150lbs,60.0,69.0,51.0,79.0,56.0,73.0,70.0,69.0,76.0,77.0,68.0,64.0,73.0,70.0,81.0,72.0,61.0,67.0,50.0,70.0,56.0,62.0,67.0,73.0,54.0,74.0,,63.0,57.0,16.0,8.0,9.0,10.0,7.0,CAM,75.0,€11.3M,57.0,Premier league
235454, M. Sarr,21,https://cdn.sofifa.com/players/235/454/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,79,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€8M,€44K,1892,Left,1.0,2.0,2.0,Low/ High,Stocky (170-185),No,"<span class=""pos pos29"">RES",27.0,"Aug 27, 2020",,2025,6'0,161lbs,68.0,53.0,74.0,74.0,37.0,62.0,60.0,59.0,68.0,67.0,64.0,70.0,72.0,74.0,69.0,68.0,77.0,73.0,79.0,40.0,68.0,74.0,59.0,63.0,44.0,79.0,,77.0,75.0,6.0,9.0,14.0,12.0,8.0,CB,77.0,€15.8M,75.0,Premier league
204311, K. Zouma,25,https://cdn.sofifa.com/players/204/311/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,83,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€16.5M,€82K,1887,Right,2.0,3.0,2.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos6"">LCB",15.0,"Jan 31, 2014",,2023,6'3,209lbs,49.0,47.0,80.0,67.0,47.0,50.0,60.0,59.0,64.0,63.0,60.0,73.0,52.0,76.0,52.0,63.0,90.0,66.0,92.0,49.0,84.0,79.0,49.0,60.0,59.0,69.0,,81.0,78.0,14.0,14.0,7.0,9.0,15.0,CB,82.0,€32.6M,79.0,Premier league
232270, T. Fosu-Mensah,22,https://cdn.sofifa.com/players/232/270/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,73,81,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€5.5M,€55K,1886,Right,1.0,4.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos28"">SUB",24.0,"Aug 14, 2015",,2021,6'1,172lbs,64.0,57.0,69.0,72.0,55.0,63.0,60.0,34.0,63.0,67.0,76.0,85.0,73.0,65.0,62.0,69.0,64.0,68.0,78.0,60.0,80.0,70.0,61.0,61.0,48.0,67.0,,73.0,74.0,11.0,8.0,8.0,7.0,11.0,CB,74.0,€11.6M,70.0,Premier league
178509, O. Giroud,33,https://cdn.sofifa.com/players/178/509/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,79,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€8M,€96K,1879,Left,3.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos28"">SUB",18.0,"Jan 31, 2018",,2021,6'4,201lbs,64.0,82.0,90.0,75.0,81.0,69.0,70.0,65.0,58.0,81.0,40.0,39.0,54.0,81.0,53.0,84.0,82.0,54.0,88.0,66.0,76.0,42.0,82.0,77.0,83.0,79.0,,37.0,20.0,12.0,15.0,11.0,6.0,5.0,ST,79.0,€15.2M,37.0,Premier league
209620, A. Baba,25,https://cdn.sofifa.com/players/209/620/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,75,78,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€7.5M,€58K,1877,Left,2.0,2.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos29"">RES",34.0,"Aug 16, 2015",,2022,5'11,159lbs,76.0,48.0,67.0,72.0,41.0,74.0,67.0,23.0,67.0,75.0,78.0,78.0,77.0,74.0,75.0,59.0,75.0,68.0,64.0,47.0,73.0,71.0,63.0,55.0,42.0,69.0,,74.0,74.0,12.0,11.0,6.0,11.0,10.0,LB,75.0,€14.8M,70.0,Premier league
197061, J. Matip,28,https://cdn.sofifa.com/players/197/061/20_60.png,Cameroon,https://cdn.sofifa.com/flags/cm.png,83,84,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€25.5M,€115K,1870,Right,2.0,2.0,2.0,Medium/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",32.0,"Jul 1, 2016",,2024,6'4,198lbs,54.0,36.0,84.0,77.0,50.0,69.0,63.0,22.0,74.0,72.0,51.0,67.0,51.0,84.0,42.0,66.0,75.0,69.0,80.0,48.0,84.0,86.0,48.0,72.0,42.0,79.0,,86.0,80.0,11.0,15.0,10.0,7.0,10.0,CB,84.0,€49.1M,85.0,Premier league
237221, J. Foyth,22,https://cdn.sofifa.com/players/237/221/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,83,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€9M,€52K,1867,Right,1.0,3.0,3.0,Medium/ High,Lean (185+),Yes,"<span class=""pos pos29"">RES",21.0,"Aug 30, 2017",,2022,6'2,152lbs,69.0,43.0,73.0,74.0,43.0,71.0,61.0,47.0,66.0,75.0,67.0,68.0,71.0,75.0,69.0,56.0,74.0,69.0,74.0,39.0,73.0,74.0,50.0,59.0,47.0,57.0,,78.0,75.0,8.0,15.0,7.0,14.0,9.0,CB,77.0,€18.9M,74.0,Premier league
205452, A. Rüdiger,27,https://cdn.sofifa.com/players/205/452/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,81,83,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€18.5M,€92K,1865,Right,2.0,3.0,2.0,Medium/ High,Lean (185+),Yes,"<span class=""pos pos29"">RES",2.0,"Jul 9, 2017",,2022,6'3,187lbs,68.0,32.0,81.0,75.0,34.0,60.0,35.0,56.0,72.0,69.0,63.0,76.0,57.0,81.0,50.0,72.0,77.0,68.0,82.0,44.0,89.0,80.0,39.0,57.0,40.0,72.0,,85.0,82.0,14.0,15.0,10.0,12.0,8.0,CB,83.0,€36.5M,82.0,Premier league
213135, D. Origi,25,https://cdn.sofifa.com/players/213/135/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,77,82,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€12M,€79K,1862,Right,2.0,4.0,4.0,High/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",27.0,"Jul 29, 2014",,2024,6'2,165lbs,69.0,77.0,75.0,74.0,70.0,78.0,54.0,40.0,59.0,78.0,78.0,85.0,71.0,77.0,66.0,81.0,76.0,70.0,77.0,70.0,69.0,28.0,78.0,69.0,65.0,77.0,,24.0,18.0,15.0,13.0,16.0,11.0,15.0,ST,79.0,€23.1M,16.0,Premier league
203574, J. Stones,26,https://cdn.sofifa.com/players/203/574/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,83,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€16.5M,€110K,1845,Right,2.0,4.0,3.0,High/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",5.0,"Aug 9, 2016",,2022,6'2,154lbs,62.0,29.0,81.0,80.0,27.0,69.0,47.0,29.0,75.0,80.0,64.0,71.0,60.0,78.0,59.0,46.0,81.0,77.0,77.0,38.0,78.0,80.0,49.0,67.0,44.0,76.0,,84.0,81.0,7.0,15.0,11.0,10.0,8.0,CB,82.0,€31.8M,81.0,Premier league
225508, E. Bailly,26,https://cdn.sofifa.com/players/225/508/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,79,82,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€14M,€100K,1826,Right,2.0,3.0,3.0,Medium/ High,Normal (185+),Yes,"<span class=""pos pos28"">SUB",3.0,"Jul 1, 2016",,2022,6'1,170lbs,51.0,33.0,79.0,67.0,42.0,60.0,46.0,43.0,56.0,62.0,71.0,77.0,67.0,72.0,61.0,55.0,82.0,63.0,85.0,48.0,85.0,80.0,47.0,55.0,46.0,76.0,,80.0,81.0,14.0,14.0,10.0,9.0,8.0,CB,81.0,€27.7M,77.0,Premier league
225100, J. Gomez,23,https://cdn.sofifa.com/players/225/100/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,83,88,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€31M,€93K,1824,Right,2.0,3.0,3.0,Medium/ Medium,PLAYER_BODY_TYPE_309,Yes,"<span class=""pos pos4"">RCB",12.0,"Jun 20, 2015",,2024,6'2,170lbs,69.0,26.0,74.0,78.0,24.0,67.0,41.0,29.0,65.0,73.0,78.0,85.0,65.0,83.0,66.0,41.0,76.0,74.0,83.0,26.0,81.0,84.0,51.0,60.0,26.0,74.0,,85.0,82.0,8.0,13.0,14.0,7.0,7.0,CB,84.0,€59.7M,83.0,Premier league
